childgender,childage,enrolled,momage,mauza,momeduc,schoolpresent7,birth_tehsil,child_edu_time
2,13,1,40,371310101001,1,1,3713,240
2,14,0,38,371310101001,0,1,3713,0
1,10,1,38,371310101001,0,1,3713,60
1,13,1,38,371310101001,0,1,3713,60
2,13,1,42,313410811004,0,1,3134,270
2,6,1,42,313410811004,0,1,3134,120
1,8,1,42,313410811004,0,1,3134,120
1,5,0,42,313410811004,0,1,3134,0
1,10,1,42,313410811004,0,1,3134,150
2,15,1,42,313410811004,0,1,3134,270
1,14,1,58,313410811004,0,0,3134,150
2,9,1,58,313410811004,0,0,3134,150
2,6,1,31,313410811004,1,1,3133,210
2,8,1,31,313410811004,1,1,3133,210
1,9,1,35,313410811004,1,1,3134,120
1,7,1,35,313410811004,1,1,3134,120
2,10,1,35,313410811004,1,1,3134,60
2,12,1,35,313410811004,1,1,3134,60
2,8,1,30,313410811004,1,1,3134,150
1,7,1,30,313410811004,1,1,3134,180
2,11,1,30,313410811004,1,1,3134,240
1,5,1,30,313410811004,1,1,3134,120
1,11,1,41,313410811004,1,0,3612,120
1,11,1,41,313410811004,1,0,3612,180
2,13,1,41,313410811004,1,0,3612,150
2,6,1,41,313410811004,1,0,3612,120
1,7,1,34,313410811004,1,1,9999,60
1,10,1,34,313410811004,1,1,9999,0
2,12,1,34,313410811004,1,1,9999,240
2,9,1,37,313410811004,0,1,3134,120
2,11,1,37,313410811004,0,1,3134,120
1,6,1,37,313410811004,0,1,3134,120
1,7,1,39,313410811004,0,0,3134,120
2,9,1,39,313410811004,0,0,3134,120
2,15,1,39,313410811004,0,0,3134,180
1,9,1,39,313410811004,0,0,3134,120
1,7,0,28,313410811004,0,0,3134,0
2,5,0,28,313410811004,0,0,3134,0
2,7,0,50,313410811004,0,0,3134,0
2,15,0,50,313410811004,0,0,3134,0
1,10,1,50,313410811004,0,0,3134,120
1,9,1,32,313410811004,0,0,3134,120
1,9,1,28,371310101001,0,1,3713,150
2,5,1,28,371310101001,0,1,3713,150
2,11,1,28,371310101001,0,1,3713,210
2,15,1,45,371310101001,0,1,3713,120
2,9,1,45,371310101001,0,1,3713,120
1,11,1,45,371310101001,0,1,3713,120
2,11,1,45,371310101001,0,1,3713,120
1,9,1,45,371310101001,0,1,3713,120
2,10,1,45,371310101001,0,1,3713,120
1,13,1,45,371310101001,0,1,3713,120
1,12,0,36,371310101001,0,0,3712,0
2,10,1,36,371310101001,0,0,3712,120
1,6,1,36,371310101001,0,0,3712,60
2,5,0,30,371310101001,0,1,3713,0
1,13,1,38,371310101001,0,1,3713,120
1,10,1,38,371310101001,0,1,3713,120
1,14,1,53,371310101001,0,1,3713,120
2,15,0,53,371310101001,0,1,3713,0
1,10,1,53,371310101001,0,1,3713,60
2,6,1,45,313410805006,1,1,9998,270
2,13,1,45,313410805006,1,1,9998,150
1,10,1,45,313410805006,1,1,9998,270
1,6,1,37,313410805006,1,1,3313,90
1,11,1,37,313410805006,1,1,3313,150
1,15,1,37,313410805006,1,1,3313,180
1,13,1,37,313410805006,1,1,3313,120
2,9,1,37,313410805006,1,1,3313,150
1,14,1,38,313410805006,0,0,3134,90
1,12,1,38,313410805006,0,0,3134,30
2,13,1,40,313410805006,0,0,3134,90
1,11,1,40,313410805006,0,0,3134,90
1,8,1,40,313410805006,0,0,3134,90
2,9,1,47,313410805006,1,0,3333,105
1,15,1,47,313410805006,1,0,3333,180
2,12,1,47,313410805006,1,0,3333,255
2,7,1,35,313410805006,1,1,3134,75
2,8,1,35,313410805006,1,1,3134,135
2,5,1,35,313410805006,1,1,3134,75
1,12,1,35,313410805006,1,1,3134,165
1,10,1,35,313410805006,1,1,3134,60
2,12,1,35,313410805006,1,1,3134,180
2,14,1,35,313410805006,1,1,3134,240
1,7,1,38,313410805006,0,0,3134,180
1,7,1,38,313410805006,0,0,3134,180
2,11,1,38,313410805006,0,0,3134,180
1,9,1,35,313410805006,0,0,3223,30
1,6,1,35,313410805006,0,0,3223,30
1,5,0,35,313410805006,0,0,3223,0
1,7,1,35,313410805006,0,0,3223,30
1,11,1,35,313410805006,0,0,3223,120
2,8,1,30,313410805006,0,0,3131,180
2,12,1,30,313410805006,0,0,3131,180
1,10,1,30,313410805006,0,0,3131,180
2,11,0,30,313410805006,0,0,3131,0
1,9,1,30,313410805006,0,0,3131,180
2,7,1,30,313410805006,0,0,3131,180
2,6,0,35,313410805006,0,0,3134,0
1,8,0,35,313410805006,0,0,3134,0
1,12,1,42,313410805006,0,0,3134,240
1,15,0,42,313410805006,0,0,3134,0
1,10,1,42,313410805006,0,0,3134,240
2,7,0,42,313410805006,0,0,3134,0
2,9,1,42,313410805006,0,0,3134,90
1,14,0,38,313410805006,0,0,3134,0
2,13,0,45,313410805006,0,1,3315,0
1,11,0,45,313410805006,0,1,3315,0
2,14,0,45,313410805006,0,1,3315,0
1,9,1,45,313410805006,0,1,3315,30
1,15,0,50,313410805006,0,0,3134,0
2,13,1,50,313410805006,0,0,3134,120
2,11,1,50,313410805006,0,0,3134,120
2,5,0,50,313410805006,0,0,3133,0
1,10,1,50,313410805006,0,0,3133,120
2,8,0,50,313410805006,0,0,3133,0
1,12,1,50,313410805006,0,0,3133,120
2,8,0,34,371210102002,0,0,3711,0
2,13,0,34,371210102002,0,0,3711,0
1,15,0,34,371210102002,0,0,3711,0
2,10,0,34,371210102002,0,0,3711,0
1,8,1,30,371210102002,0,0,3712,120
2,6,1,30,371210102002,0,0,3712,120
2,14,1,35,371210102002,0,0,3712,120
1,10,1,35,371210102002,0,0,3712,120
2,12,1,39,371210102002,0,0,3712,180
2,10,1,39,371210102002,0,0,3712,120
2,7,1,39,371210102002,0,0,3712,120
1,5,1,39,371210102002,0,0,3712,60
1,10,1,40,371210102002,0,0,3712,60
2,12,1,40,371210102002,0,0,3712,60
2,10,1,45,371210102002,0,0,3712,60
2,11,1,45,371210102002,0,0,3712,60
2,15,0,45,371210102002,0,0,3712,0
1,10,1,49,371210102002,0,0,3712,120
2,12,0,49,371210102002,0,0,3712,0
1,14,1,49,371210102002,0,0,3712,120
1,7,1,31,371210102002,0,0,3712,120
2,10,1,31,371210102002,0,0,3712,120
2,6,1,31,371210102002,0,0,3712,120
1,9,1,31,371210102002,0,0,3712,120
1,14,0,45,371210102002,0,0,3712,0
2,9,1,45,371210102002,0,0,3712,180
1,7,1,45,371210102002,0,0,3712,120
2,14,0,45,371210102002,0,0,3712,0
2,9,1,45,371210102002,0,0,3712,120
2,13,1,36,371210102002,0,0,3712,60
1,11,1,36,371210102002,0,0,3712,60
2,8,1,36,371210102002,0,0,3712,120
1,6,0,33,371210102002,0,0,3712,0
2,11,1,33,371210102002,0,0,3712,120
1,7,1,33,371210102002,0,0,3712,120
1,13,1,31,371210308002,1,1,3712,210
2,9,1,31,371210308002,1,1,3712,120
2,15,0,55,371210308002,0,0,3712,0
1,12,1,55,371210308002,0,0,3712,120
1,14,1,55,371210308002,0,0,3712,120
2,13,1,38,371210308002,0,0,3712,150
1,9,1,38,371210308002,0,0,3712,210
1,11,1,38,371210308002,0,0,3712,150
2,8,0,40,371210308002,0,0,3712,0
1,9,1,37,371210308002,0,0,3712,60
2,10,1,37,371210308002,0,0,3712,0
1,12,0,22,371210308002,1,1,3712,0
2,12,0,46,371210308002,0,0,3712,0
2,9,1,46,371210308002,0,0,3712,60
1,9,1,34,371210308002,0,0,3712,180
2,7,1,34,371210308002,0,0,3712,60
1,8,1,49,371210308002,0,0,3712,0
2,10,1,49,371210308002,0,0,3712,120
1,10,1,30,371210308002,0,1,3712,60
2,12,1,30,371210308002,0,1,3712,120
1,9,1,38,313310206003,0,0,3132,120
1,12,1,38,313310206003,0,0,3132,120
1,15,1,38,313310206003,0,0,3132,150
2,8,1,38,313310206003,0,0,3132,120
1,5,0,38,313310206003,0,0,3132,120
2,14,0,35,313310206003,0,0,3133,0
2,7,1,35,313310206003,0,0,3133,60
1,8,1,35,313310206003,0,0,3133,60
1,10,1,35,313310206003,0,0,3133,60
1,12,1,35,313310206003,0,0,3133,270
1,8,0,30,313310206003,0,1,3133,90
1,7,0,30,313310206003,0,1,3133,60
1,8,1,58,313310206003,0,0,3133,60
1,14,0,58,313310206003,0,0,3133,0
2,10,0,58,313310206003,0,0,3133,0
1,12,1,48,313310206003,0,0,3112,270
1,13,1,48,313310206003,0,0,3112,270
1,10,1,48,313310206003,0,0,3112,270
2,10,0,42,313310206003,0,1,3243,0
1,6,0,42,313310206003,0,1,3243,0
1,12,0,42,313310206003,0,1,3243,0
2,15,0,42,313310206003,0,1,3243,0
2,15,1,40,313310206003,1,1,3331,210
1,9,1,40,313310206003,1,1,3331,90
2,11,1,42,313310206003,0,0,3133,300
1,5,0,28,313310206003,0,1,3133,0
1,8,1,28,313310206003,0,1,3133,60
2,10,1,28,313310206003,0,1,3133,120
1,6,1,42,313310206003,0,0,3314,300
2,8,1,42,313310206003,0,0,3314,300
1,15,1,42,313310206003,0,0,3314,240
1,10,1,42,313310206003,0,0,3314,240
1,14,0,50,313310206003,0,0,3131,0
1,7,0,33,313310206003,0,0,3133,0
2,9,0,33,313310206003,0,0,3133,0
1,10,1,37,371210209002,1,1,3712,60
2,7,1,37,371210209002,1,1,3712,120
2,11,0,46,371210209002,0,1,3712,0
2,9,1,46,371210209002,0,1,3712,120
2,13,0,46,371210209002,0,1,3712,0
1,11,1,43,371210209002,0,1,3712,120
2,13,0,43,371210209002,0,1,3712,0
1,8,1,35,371210209002,0,1,3712,120
1,14,1,35,371210209002,0,1,3712,120
2,10,1,35,371210209002,0,1,3712,120
1,9,1,56,371210209002,0,0,3712,120
1,14,0,56,371210209002,0,0,3712,0
1,8,1,38,371210209002,0,1,3712,180
1,6,1,38,371210209002,0,1,3712,180
2,12,0,36,371210209002,0,1,3712,0
1,11,0,36,371210209002,0,1,3712,0
2,10,0,36,371210209002,0,1,3712,0
2,12,0,36,371210209002,0,1,3712,0
1,8,1,36,371210209002,0,1,3712,120
1,9,1,56,371210209002,0,0,3712,120
2,14,0,56,371210209002,0,0,3712,0
1,7,1,56,371210209002,0,0,3712,120
1,11,1,56,371210209002,0,0,3712,60
2,8,1,35,371210209002,0,1,3712,60
1,14,1,35,371210209002,0,1,3712,180
1,10,1,35,371210209002,0,1,3712,120
1,9,1,34,371210209002,0,1,3712,60
2,14,1,34,371210209002,0,1,3712,90
1,7,1,34,371210209002,0,1,3712,120
2,6,1,30,371210209002,0,1,3712,150
2,10,1,30,371210209002,0,1,3712,150
1,8,1,29,371210209002,0,1,3712,150
2,8,0,29,371210209002,0,1,3712,0
2,7,1,29,371210209002,0,1,3712,150
1,13,1,29,371210209002,0,1,3712,180
2,8,0,36,371210209002,0,1,3712,0
1,14,0,36,371210209002,0,1,3712,0
1,11,1,36,371210209002,0,1,3712,90
2,6,1,28,371210209002,0,1,3712,0
1,10,1,28,371210209002,0,1,3712,0
1,13,1,28,371210209002,0,1,3712,30
1,11,1,46,371210209002,0,1,3712,150
1,9,1,46,371210209002,0,1,3712,150
2,6,1,46,371210209002,0,1,3712,150
1,12,0,46,371210209002,0,1,3712,0
1,14,1,46,371210209002,0,1,3712,150
2,9,1,38,371210304002,0,1,3712,120
1,14,1,32,371210304002,0,1,3712,60
2,10,1,32,371210304002,0,1,3712,60
2,6,1,32,371210304002,0,1,3712,60
2,8,1,30,371210304002,1,1,3712,120
1,10,1,30,371210304002,1,1,3712,180
2,5,1,30,371210304002,1,1,3712,120
2,11,1,32,371210304002,0,1,3712,120
1,12,1,32,371210304002,0,1,3712,120
2,5,1,32,371210304002,0,1,3712,120
2,8,1,48,371210304002,0,0,3712,120
1,11,1,48,371210304002,0,0,3712,120
1,10,1,34,371210304002,0,1,3712,60
1,5,1,34,371210304002,0,1,3712,60
1,7,1,34,371210304002,0,1,3712,60
2,14,0,34,371210304002,0,1,3712,0
1,12,1,36,371210304002,0,1,3712,120
1,10,1,36,371210304002,0,1,3712,120
2,12,1,38,371210304002,0,1,3712,120
1,6,1,38,371210304002,0,1,3712,180
1,9,1,38,371210304002,0,1,3712,180
2,9,1,39,371210304002,0,1,3712,270
2,13,1,39,371210304002,0,1,3712,270
1,8,1,31,371210304002,0,0,3745,150
1,12,1,31,371210304002,0,0,3745,150
2,10,1,31,371210304002,0,0,3745,150
2,14,0,44,371210304002,0,1,3712,0
2,11,0,44,371210304002,0,1,3712,0
1,13,1,46,371210304002,0,0,3712,180
1,10,1,46,371210304002,0,0,3712,120
1,6,1,46,371210304002,0,0,3712,120
2,15,0,46,371210304002,0,0,3712,0
2,6,0,27,371210306003,0,1,3712,0
1,7,0,55,371210306003,0,0,3712,0
2,12,1,20,371210306003,1,1,3712,60
1,7,1,20,371210306003,1,1,3712,60
2,9,1,20,371210306003,1,1,3712,60
1,5,1,27,371210306003,0,1,3712,60
2,9,1,27,371210306003,0,1,3712,120
1,11,0,31,371210306003,1,1,3712,0
2,9,1,31,371210306003,1,1,3712,120
1,5,1,31,371210306003,1,1,3712,60
2,9,1,35,371210306003,1,0,3745,270
1,13,0,35,371210306003,1,0,3745,0
1,15,1,35,371210306003,1,0,3745,270
1,15,1,56,371210306003,0,1,9996,120
1,9,1,56,371210306003,0,1,9996,120
1,9,1,44,371210306003,0,1,3712,120
1,15,0,44,371210306003,0,1,3712,0
2,10,1,35,371210306003,0,1,3712,150
1,13,1,35,371210306003,0,1,3712,150
2,14,1,35,371210306003,0,1,3712,300
1,12,1,35,371210306003,0,1,3712,0
2,12,1,38,371210306003,0,1,9996,60
2,10,1,28,371210306003,0,1,3712,120
2,7,0,30,371210306003,0,1,3713,120
2,5,0,30,371210306003,0,1,3713,0
2,14,0,40,371210306003,0,1,3712,0
1,6,1,40,371210306003,0,1,3712,120
2,12,1,32,371210306003,0,1,3712,120
2,7,1,32,371210306003,0,1,3712,120
2,10,1,32,371210306003,0,1,3712,120
1,8,1,38,371210306003,0,1,3712,330
1,14,0,38,371210306003,0,1,3712,0
1,10,1,32,371210206003,0,1,3712,210
2,9,1,46,371210206003,0,1,3712,120
1,6,1,25,371210206003,1,1,3712,120
1,9,1,27,371210206003,0,1,3712,330
1,7,1,27,371210206003,0,1,3712,330
2,12,1,32,371210206003,1,1,3712,120
1,10,1,32,371210206003,1,1,3712,240
2,12,1,35,371210206003,1,1,3712,180
1,5,0,35,371210206003,1,1,3712,0
2,9,1,35,371210206003,1,1,3712,240
1,14,1,35,371210206003,1,1,3712,300
2,12,1,31,371210206003,0,0,3712,270
1,7,1,31,371210206003,0,0,3712,150
2,10,1,31,371210206003,0,0,3712,150
2,11,1,52,371210206003,0,0,3712,390
2,14,0,52,371210206003,0,0,3712,0
1,5,1,34,371210206003,0,1,3711,180
1,7,1,34,371210206003,0,1,3711,180
1,10,1,34,371210206003,0,1,3711,180
1,11,1,58,371210206003,0,0,3712,180
1,9,1,26,371210206003,1,1,3714,240
2,5,0,26,371210206003,1,1,3714,0
2,12,1,46,371210206003,0,1,3712,120
2,7,1,46,371210206003,0,1,3712,120
2,9,1,46,371210206003,0,1,3712,120
2,15,0,46,371210206003,0,1,3712,0
2,13,1,36,371210206003,0,1,3712,180
1,6,1,36,371210206003,0,1,3712,120
2,11,1,36,371210206003,0,1,3712,180
1,9,1,36,371210206003,0,1,3712,180
2,10,0,30,371210206003,0,1,3712,0
1,8,0,30,371210206003,0,1,3712,0
1,6,0,30,371210206003,0,1,3712,0
1,12,0,41,371210112002,0,1,3712,0
1,9,1,28,371210112002,1,1,3712,120
2,13,1,37,371210112002,1,1,3712,120
2,11,1,37,371210112002,1,1,3712,120
2,9,1,37,371210112002,1,1,3712,120
1,9,1,41,371210112002,1,1,9995,180
2,12,1,41,371210112002,1,1,9995,180
1,14,1,41,371210112002,1,1,9995,180
1,11,1,41,371210112002,1,1,9995,180
2,13,1,35,371210112002,0,1,3712,180
2,10,1,35,371210112002,0,1,3712,120
1,6,0,35,371210112002,0,1,3712,60
1,7,1,35,371210112002,0,1,3712,180
2,13,0,38,371210112002,0,1,3712,0
2,11,1,38,371210112002,0,1,3712,120
1,10,0,38,371210112002,0,1,3712,0
1,10,1,32,371210112002,0,1,3712,120
2,5,1,32,371210112002,0,1,3712,120
2,13,1,32,371210112002,0,1,3712,120
2,8,1,32,371210112002,0,1,3712,120
2,8,1,35,371210112002,0,1,3712,120
1,9,1,35,371210112002,0,1,3712,120
1,11,1,35,371210112002,0,1,3712,120
1,12,1,35,371210112002,0,1,3712,120
2,7,1,40,371210112002,0,1,3712,0
1,9,1,40,371210112002,0,1,3712,0
2,14,1,40,371210112002,0,1,3712,30
1,11,1,40,371210112002,0,1,3712,0
2,9,1,47,371210112002,0,1,3712,60
1,13,0,47,371210112002,0,1,3712,0
2,13,1,43,371210205003,1,1,3712,180
2,8,1,43,371210205003,1,1,3712,180
2,15,1,43,371210205003,1,1,3712,180
1,6,1,43,371210205003,1,1,3712,180
2,10,1,43,371210205003,1,1,3712,180
1,8,1,32,371210205003,0,1,3712,120
1,5,1,32,371210205003,0,1,3712,120
2,12,1,32,371210205003,0,1,3712,180
1,13,1,32,371210205003,0,1,3712,270
2,9,1,32,371210205003,0,1,3712,270
2,15,0,32,371210205003,0,1,3712,0
1,10,1,40,371210205003,0,1,3712,210
2,13,0,40,371210205003,0,1,3712,0
1,7,1,40,371210205003,0,1,3712,150
2,9,1,28,371210205003,0,1,3712,120
2,8,0,31,371210205003,0,1,3712,0
2,5,0,31,371210205003,0,1,3712,0
2,11,0,31,371210205003,0,1,3712,0
1,9,1,41,371210205003,1,1,3712,120
2,10,1,38,313310607001,0,1,3133,180
2,14,1,38,313310607001,0,1,3133,300
1,10,1,46,313310607001,0,0,3133,240
2,9,1,35,313310607001,1,1,3133,180
2,15,0,35,313310607001,1,1,3133,0
2,8,1,35,313310607001,1,1,3133,180
2,12,1,35,313310607001,1,1,3133,180
1,6,1,32,313310607001,0,1,3133,60
2,10,1,32,313310607001,0,1,3133,180
1,8,1,32,313310607001,0,1,3133,60
1,12,1,32,313310607001,0,1,3133,120
2,10,1,40,313310607001,0,0,3133,210
1,7,1,40,313310607001,0,0,3133,0
1,12,0,40,313310607001,0,0,3133,0
2,8,1,40,313310607001,0,0,3133,210
2,10,1,28,313310709002,0,0,3133,180
1,8,1,28,313310709002,0,0,3133,120
1,6,0,28,313310709002,0,0,3133,0
1,5,0,28,313310709002,0,0,3133,0
2,9,1,36,313310709002,1,1,3131,120
2,6,1,36,313310709002,1,1,3131,120
1,9,1,40,313310709002,1,1,9995,60
1,10,1,40,313310709002,1,1,9995,180
1,7,1,43,313310709002,0,1,3243,120
1,8,1,43,313310709002,0,1,3243,60
2,9,1,43,313310709002,0,1,3243,60
1,11,1,43,313310709002,0,1,3243,180
1,15,1,43,313310709002,0,1,3243,240
2,13,1,43,313310709002,0,1,3243,60
2,15,0,42,371410112001,0,0,3714,0
2,12,0,42,371410112001,0,0,3714,0
2,8,1,42,371410112001,0,0,3714,0
1,5,0,35,371410112001,0,0,3714,0
1,10,1,35,371410112001,0,0,3714,90
1,7,1,35,371410112001,0,0,3714,90
1,7,1,30,371410112001,0,0,3714,60
2,9,1,30,371410112001,0,0,3714,120
2,5,1,30,371410112001,1,0,3714,0
2,9,1,30,371410112001,1,0,3714,120
2,11,1,36,371410112001,0,0,3714,120
2,13,1,36,371410112001,0,0,3714,180
1,9,1,36,371410112001,0,0,3714,60
1,7,1,36,371410112001,0,0,3714,60
2,11,1,49,371410112001,0,0,3714,120
1,8,0,49,371410112001,0,0,3714,0
1,11,1,36,371410112001,1,0,3714,120
2,6,0,36,371410112001,1,0,3714,0
1,13,1,36,371410112001,1,0,3714,120
1,13,1,34,371410112001,1,0,3714,270
1,7,1,34,371410112001,1,0,3714,90
1,15,1,34,371410112001,1,0,3714,270
1,10,1,34,371410112001,1,0,3714,90
2,8,1,26,371410112001,1,0,3714,60
2,6,0,26,371410112001,1,0,3714,0
1,9,1,45,371410112001,0,0,3714,60
2,12,1,45,371410112001,0,0,3714,120
1,14,1,45,371410112001,0,0,3714,90
1,12,1,33,371410112001,0,0,3714,120
2,8,1,33,371410112001,0,0,3714,120
2,5,1,33,371410112001,0,0,3714,120
1,11,1,37,371410112001,0,0,3714,120
2,5,0,37,371410112001,0,0,3714,0
2,15,1,40,371410112001,0,0,3714,120
2,6,1,40,371410112001,0,0,3714,120
2,12,1,40,371410112001,0,0,3714,120
2,6,1,40,371410112001,0,0,3714,120
1,15,0,40,371410112001,0,0,3714,0
2,12,1,40,371410112001,0,0,3714,120
1,5,1,45,371410112001,0,0,3721,60
1,13,1,45,371410112001,0,0,3721,180
1,10,1,45,371410112001,0,0,3721,60
1,12,0,38,371410112001,0,0,3714,0
1,7,1,38,371410112001,0,0,3714,90
1,15,1,38,371410112001,0,0,3714,180
1,10,1,50,371410112001,0,0,3714,120
2,14,0,50,371410112001,0,0,3714,0
1,7,0,40,371410112001,0,0,3714,0
2,10,1,40,371410112001,0,0,3714,45
1,14,1,40,371410112001,0,0,3714,90
2,11,1,38,371410112001,0,0,3714,120
1,10,1,38,371410112001,0,0,3714,120
1,14,0,50,371410112001,0,0,3714,0
1,9,1,50,371410112001,0,0,3714,60
1,6,1,50,371410112001,0,0,3714,0
1,9,1,50,371410112001,0,0,3714,60
1,7,0,35,313110101003,0,1,3131,0
1,10,0,35,313110101003,0,1,3131,0
2,12,0,35,313110101003,0,1,3131,0
2,5,0,35,313110101003,0,1,3131,0
2,15,0,35,313110101003,0,1,3131,0
1,11,0,54,313110101003,0,0,3333,0
2,14,0,54,313110101003,0,0,3333,0
2,15,1,54,313110101003,0,0,3333,0
1,9,1,54,313110101003,0,0,3333,60
1,5,0,47,313110101003,0,0,3131,0
2,15,0,47,313110101003,0,0,3131,0
1,12,0,47,313110101003,0,0,3131,0
1,10,1,47,313110101003,0,0,3131,150
1,14,0,47,313110101003,0,0,3131,0
2,7,0,30,313110101003,0,1,3133,0
1,10,0,30,313110101003,0,1,3133,0
2,7,0,32,313110101003,0,0,3133,0
1,9,1,32,313110101003,0,0,3133,90
2,5,0,32,313110101003,0,0,3133,0
2,11,0,32,313110101003,0,0,3133,0
1,6,0,28,313110101003,0,0,3131,0
1,13,1,34,313110101003,0,0,3131,60
1,6,1,34,313110101003,0,0,3131,60
2,5,0,34,313110101003,0,0,3131,0
1,14,0,34,313110101003,0,0,3131,0
2,8,0,34,313110101003,0,0,3131,0
1,10,0,37,313110101003,1,1,9995,0
2,13,1,37,313110101003,1,1,9995,120
1,5,1,32,313110101003,1,1,3131,60
2,8,1,32,313110101003,1,1,3131,120
2,7,1,32,313110101003,1,1,3131,120
2,15,0,44,313110101003,0,1,3133,0
2,8,0,35,313110101003,0,1,3133,0
1,10,1,35,313110101003,0,1,3133,90
2,6,0,35,313110101003,0,1,3133,0
1,6,1,49,313110101003,0,0,3333,90
1,12,1,49,313110101003,0,0,3333,210
1,14,1,49,313110101003,0,0,3333,180
1,6,1,29,313110101003,0,0,3131,60
2,14,1,36,313110101003,0,0,3115,240
1,11,1,36,313110101003,0,0,3115,240
1,15,1,36,313110101003,0,0,3115,240
1,12,1,36,313110101003,0,0,3115,240
2,14,0,35,313110101003,0,0,3131,0
1,12,0,35,313110101003,0,0,3131,0
1,10,1,35,313110101003,0,0,3131,180
1,5,1,35,313110101003,0,0,3131,180
1,13,1,37,371410112001,1,1,3714,120
1,10,1,37,371410112001,1,1,3714,60
2,15,1,37,371410112001,1,1,3714,120
2,8,1,47,371410112001,0,0,3714,120
2,11,1,47,371410112001,0,0,3714,120
2,12,1,47,371410112001,0,0,3714,120
1,10,1,47,371410112001,0,0,3714,60
1,6,1,30,371410112001,0,0,3714,60
1,11,1,30,371410112001,0,0,3714,60
1,13,1,30,371410112001,0,0,3714,240
1,8,1,30,371410112001,0,0,3714,60
1,12,1,40,371410112001,1,0,3714,230
2,9,1,40,371410112001,1,0,3714,120
1,6,1,40,371410112001,1,0,3714,120
1,11,1,43,371410112001,0,0,3714,120
1,9,1,43,371410112001,0,0,3714,120
1,14,1,43,371410112001,0,0,3714,120
2,12,1,42,371410112001,0,0,3714,150
1,14,1,42,371410112001,0,0,3714,150
1,5,0,42,371410112001,0,0,3714,0
2,10,1,42,371410112001,0,0,3714,150
2,15,0,42,371410112001,0,0,3714,0
1,13,1,30,313110108003,1,0,3131,0
1,11,1,30,313110108003,1,0,3131,60
1,9,1,30,313110108003,1,0,3131,30
2,5,0,30,313110108003,1,0,3131,0
2,7,0,30,313110108003,1,0,3131,0
2,11,1,38,313110108003,0,0,3131,150
1,13,1,38,313110108003,0,0,3131,120
1,12,1,38,313110108003,0,0,3131,180
1,11,1,58,313110108003,0,0,3131,90
1,8,1,39,313110108003,0,0,3131,120
2,13,1,39,313110108003,0,0,3131,180
2,5,1,39,313110108003,0,0,3131,120
2,14,0,39,313110108003,0,0,3131,0
1,9,1,39,313110108003,0,0,3131,120
1,11,1,39,313110108003,0,0,3131,180
1,7,0,29,313110108003,0,0,3131,150
1,11,1,29,313110108003,0,0,3131,150
2,9,0,29,313110108003,0,0,3131,0
2,7,1,28,313110108003,0,1,3131,120
1,11,1,28,313110108003,0,1,3131,120
2,10,1,32,371110102001,0,1,3711,150
2,5,1,32,371110102001,0,1,3711,150
2,14,0,60,371110102001,0,0,3711,0
1,9,1,28,371110102001,0,1,3711,120
1,10,1,28,371110102001,0,1,3711,120
1,7,1,28,371110102001,0,1,3711,120
2,5,1,28,371110102001,0,1,3711,120
2,10,1,36,313110108003,1,1,3131,150
1,8,1,36,313110108003,1,1,3131,150
2,13,1,36,313110108003,1,1,3131,300
2,13,1,36,313110108003,1,1,3131,180
2,5,0,36,313110108003,1,1,3131,0
1,12,1,50,313110108003,0,0,3131,60
1,6,1,30,313110108003,0,0,3131,60
2,9,0,30,313110108003,0,0,3131,0
1,7,1,30,313110108003,0,0,3131,60
2,5,1,38,313110108003,0,0,3131,30
1,11,1,38,313110108003,0,0,3131,60
1,13,1,38,313110108003,0,0,3131,60
2,8,1,46,313110108003,0,0,3131,90
1,14,1,46,313110108003,0,0,3131,210
1,10,1,46,313110108003,0,0,3131,90
2,5,0,46,313110108003,0,0,3131,0
1,9,1,39,371110102001,0,1,3711,120
2,14,0,39,371110102001,0,1,3711,0
1,10,1,39,371110102001,0,1,3711,120
1,13,1,58,371110102001,0,0,3711,210
2,15,0,58,371110102001,0,0,3711,0
1,7,0,37,371110102001,0,1,3711,0
2,10,1,37,371110102001,0,1,3711,180
2,14,0,37,371110102001,0,1,3711,0
1,5,0,37,371110102001,0,1,3711,180
1,10,1,60,371110102001,0,0,3711,180
1,8,1,25,371110102001,0,1,3711,180
1,6,1,25,371110102001,0,1,3711,180
2,9,1,25,371110102001,0,1,3711,180
1,13,1,40,371110102001,0,1,3711,270
2,11,1,40,371110102001,0,1,3711,270
2,7,1,40,371110102001,0,1,3711,270
2,8,1,42,371110102001,0,0,3711,120
1,9,1,42,371110102001,0,0,3711,60
2,11,1,42,371110102001,0,0,3711,180
2,7,0,25,313110108003,0,0,3133,0
1,7,1,33,313110108003,0,0,3131,120
1,9,1,33,313110108003,0,0,3131,120
2,6,0,33,313110108003,0,0,3131,0
2,12,0,37,313110108003,1,0,3131,0
2,10,1,37,313110108003,1,0,3131,180
1,14,0,37,313110108003,1,0,3131,0
2,7,0,37,313110108003,1,0,3131,0
2,5,1,39,371110202001,1,1,3711,180
1,14,1,39,371110202001,1,1,3711,300
2,12,1,39,371110202001,1,1,3711,180
2,11,1,39,371110202001,1,1,3711,180
2,9,1,32,371110202001,0,1,3711,180
2,10,1,32,371110202001,0,1,3711,180
2,8,1,43,371110202001,0,1,3711,120
1,14,0,43,371110202001,0,1,3711,0
1,11,1,43,371110202001,0,1,3711,120
1,10,1,32,371110202001,1,1,3711,180
1,8,1,32,371110202001,1,1,3711,180
