childgender,childage,enrolled,momage,mauza,momeduc,schoolpresent7,birth_tehsil,child_edu_time
2,12,1,32,371110202001,1,1,3711,180
2,11,1,36,371110202001,0,1,3711,120
2,14,0,36,371110202001,0,1,3711,0
1,7,1,36,371110202001,0,1,3711,120
1,14,1,32,371110202001,1,1,3711,180
1,12,1,32,371110202001,1,1,3711,120
1,10,1,32,371110202001,1,1,3711,120
1,9,1,32,371110202001,1,1,3711,120
2,5,1,26,371110202001,0,1,3711,60
2,12,1,44,371110202001,0,1,3711,120
2,14,0,60,371110202001,0,0,3711,0
2,12,1,35,313110108003,0,0,3131,120
2,10,1,35,313110108003,0,0,3131,270
2,9,1,36,313110108003,0,0,3131,120
2,7,0,36,313110108003,0,0,3131,0
2,13,0,36,313110108003,0,0,3131,0
2,7,0,36,313110108003,0,0,3131,0
1,12,1,36,313110108003,0,0,3131,180
1,11,1,36,313110108003,0,0,3131,180
1,6,0,48,313211206003,0,0,3132,0
1,9,1,48,313211206003,0,0,3132,60
2,15,0,38,313211206003,0,0,3132,0
2,10,0,38,313211206003,0,0,3132,0
1,5,0,38,313211206003,0,0,3132,0
1,12,0,38,313211206003,0,0,3132,0
1,14,1,43,313211206003,0,0,3132,210
1,9,1,43,313211206003,0,0,3132,180
1,12,1,43,313211206003,0,0,3132,330
1,8,0,40,313211206003,0,0,3132,0
2,10,0,43,313211206003,0,0,3132,0
2,8,1,43,313211206003,0,0,3132,60
1,12,1,43,313211206003,0,0,3132,150
2,6,0,43,313211206003,0,0,3132,0
2,14,0,40,313211206003,0,0,3132,0
2,12,1,40,313211206003,0,0,3132,150
1,7,1,40,313211206003,0,0,3132,60
1,13,1,40,313211206003,1,0,3132,180
2,6,1,40,313211206003,1,0,3132,180
1,9,1,40,313211206003,1,0,3132,180
2,8,0,35,313211206003,0,0,3132,0
2,5,0,35,313211206003,0,0,3132,0
1,13,0,55,313211206003,0,0,3132,0
1,10,1,40,313211206003,0,0,3132,180
1,14,0,40,313211206003,0,0,3132,0
2,12,0,40,313211206003,0,0,3132,0
1,15,0,48,313211206003,0,0,3132,0
1,13,0,48,313211206003,0,0,3132,0
1,10,0,48,313211206003,0,0,3132,0
1,8,0,48,313211206003,0,0,3132,0
1,7,0,37,313211206003,0,1,3121,60
2,5,0,37,313211206003,0,1,3121,0
2,13,0,37,313211206003,0,1,3121,0
1,6,1,39,313211206003,0,0,3132,120
2,12,1,39,313211206003,0,0,3132,120
2,15,0,39,313211206003,0,0,3132,0
1,10,1,39,313211206003,0,0,3132,90
2,8,1,43,313211206003,0,0,3132,90
2,12,1,43,313211206003,0,0,3132,90
2,7,1,45,313211206003,0,0,3132,120
2,11,1,45,313211206003,0,0,3132,180
1,13,1,45,313211206003,0,0,3132,180
1,5,1,41,371110103001,0,0,3711,120
2,11,1,41,371110103001,0,0,3711,180
2,15,1,41,371110103001,0,0,3711,180
2,9,1,27,371110103001,0,1,3711,120
1,8,1,27,371110103001,0,1,3711,120
1,5,1,27,371110103001,0,1,3711,120
1,7,1,45,371110103001,0,0,3711,120
1,6,0,45,371110103001,0,0,3711,0
2,10,0,45,371110103001,0,0,3711,0
1,7,1,22,371110103001,0,1,3711,120
1,12,1,44,371110103001,0,0,3711,90
1,10,1,44,371110103001,0,0,3711,30
1,14,1,44,371110103001,0,0,3711,90
1,8,1,44,371110103001,0,0,3711,30
2,14,0,52,371110103001,0,0,3711,90
1,5,1,39,371110103001,0,1,3711,90
2,12,1,39,371110103001,0,1,3711,210
2,12,1,39,371110103001,0,1,3711,210
2,6,1,39,371110103001,0,1,3711,30
1,9,1,39,371110103001,0,1,3711,150
2,5,0,26,371110103001,0,1,3711,0
2,7,1,26,371110103001,0,1,3711,120
2,7,1,30,371110103001,0,0,3711,150
1,5,0,30,371110103001,0,0,3711,0
2,11,1,30,371110103001,0,0,3711,165
2,10,1,30,371110103001,0,0,3711,165
2,6,1,32,371110103001,0,1,3711,120
1,9,1,32,371110103001,0,1,3711,120
1,13,0,38,371110103001,0,1,3714,0
1,15,0,38,371110103001,0,1,3714,0
2,14,1,35,371110103001,0,1,3711,120
1,7,1,35,371110103001,0,1,3711,240
2,12,1,35,371110103001,0,1,3711,240
2,9,1,35,371110103001,0,1,3711,240
2,15,1,35,371110103001,0,1,3711,240
1,5,0,23,313210503004,0,0,3133,0
1,12,1,45,313210503004,0,0,3131,90
1,9,0,45,313210503004,0,0,3131,0
2,6,0,45,313210503004,0,0,3131,0
1,14,0,45,313210503004,0,0,3131,0
2,8,1,30,313210503004,1,1,3311,240
1,6,1,30,313210503004,1,1,3311,240
2,13,1,39,313210503004,1,1,9995,240
1,8,1,39,313210503004,1,1,9995,90
2,9,0,39,313210503004,1,1,9995,0
2,7,1,39,313210503004,1,1,9995,180
2,7,1,30,313210503004,0,0,3133,120
1,11,1,35,313210503004,1,1,9995,120
2,12,1,35,313210503004,1,1,9995,120
1,6,0,35,313210503004,1,1,9995,90
1,10,1,35,313210503004,1,1,9995,0
1,8,1,45,313210503004,0,0,3114,120
2,5,1,45,313210503004,0,0,3114,60
2,10,1,45,313210503004,0,0,3114,120
2,14,0,45,313210503004,0,0,3114,0
1,8,1,34,313210503004,1,0,3132,75
2,15,1,34,313210503004,1,0,3132,300
2,11,1,34,313210503004,1,0,3132,105
1,14,1,34,313210503004,1,0,3132,180
2,14,0,38,371110205002,0,1,3711,0
1,10,1,31,371110205002,1,0,3711,120
2,12,1,31,371110205002,1,0,3711,60
2,8,1,31,371110205002,1,0,3711,120
1,9,1,31,371110205002,1,0,3711,120
2,12,0,40,371110205002,0,0,3711,0
2,8,1,40,371110205002,0,0,3711,120
2,11,0,40,371110205002,0,0,3711,0
2,14,0,40,371110205002,0,0,3711,0
2,12,1,39,371110205002,0,0,3711,120
1,10,1,39,371110205002,0,0,3711,120
2,14,1,39,371110205002,0,0,3711,120
2,9,1,29,371110205002,1,0,3711,60
2,5,0,30,371110205002,0,0,3711,0
2,10,0,30,371110205002,0,0,3711,0
1,8,1,30,371110205002,0,0,3711,0
1,11,1,36,371110205002,0,1,9999,90
2,13,1,36,371110205002,0,1,9999,90
1,7,1,36,371110205002,0,1,9999,90
1,15,1,36,371110205002,0,1,9999,90
2,11,1,37,371110205002,1,0,3711,120
1,13,0,37,371110205002,1,0,3711,0
1,12,1,37,371110205002,1,0,3711,120
2,15,1,37,371110205002,1,0,3711,90
1,10,1,46,371110205002,0,0,3711,120
1,11,0,46,371110205002,0,0,3711,0
1,11,1,46,371110205002,0,0,3711,120
1,8,1,46,371110205002,0,0,3711,180
1,11,1,38,371110205002,0,1,9995,120
2,13,1,38,371110205002,0,1,9995,120
1,9,1,34,371110205002,1,1,9996,180
1,7,1,34,371110205002,1,1,9996,180
2,10,1,34,371110205002,1,1,9996,180
1,10,1,30,371110205002,0,0,3711,150
2,8,1,30,371110205002,0,0,3711,150
2,6,1,30,371110205002,0,0,3711,150
1,12,1,42,371110205002,0,0,3711,120
2,10,1,42,371110205002,0,0,3711,120
1,14,1,53,313210501003,1,0,3314,90
2,6,1,47,313210501003,0,0,3132,180
2,15,1,47,313210501003,0,0,3132,180
2,10,1,47,313210501003,0,0,3132,180
2,8,1,47,313210501003,0,0,3132,180
2,13,1,47,313210501003,0,0,3132,180
2,5,0,22,313210501003,0,1,3232,0
2,7,0,50,313210501003,0,0,3132,0
1,14,1,50,313210501003,0,0,3132,180
2,11,0,50,313210501003,0,0,3132,0
2,13,0,50,313210501003,0,0,3132,0
2,7,0,40,313210501003,0,0,3132,0
2,14,0,40,313210501003,0,0,3132,0
1,12,1,40,313210501003,0,0,3132,180
1,15,1,40,313210501003,0,0,3132,120
1,11,1,35,313210501003,0,1,3132,90
1,10,1,35,313210501003,0,1,3132,90
1,13,1,35,313210501003,0,1,3132,180
1,5,1,34,313210501003,1,0,3114,210
1,9,1,34,313210501003,1,0,3114,150
1,14,1,35,313210501003,0,0,3132,120
1,10,1,35,313210501003,0,0,3132,120
2,12,1,35,313210501003,0,0,3132,120
1,11,1,32,313210501003,0,1,3132,120
1,12,1,32,313210501003,0,1,3132,120
2,8,1,32,313210501003,0,1,3132,120
2,10,1,32,313210501003,0,1,3132,120
1,13,1,32,313210501003,0,1,3132,120
2,9,1,49,313210501003,0,0,3542,240
2,11,1,49,313210501003,0,0,3542,240
2,14,1,49,313210501003,0,0,3542,420
2,12,1,49,313210501003,0,0,3542,300
1,12,1,37,313210501003,0,1,3114,150
1,14,1,37,313210501003,0,1,3114,150
1,8,1,35,313210501003,0,1,3133,270
2,13,0,35,313210501003,0,1,3133,0
1,7,1,35,313210501003,0,1,3133,270
1,10,1,35,313210501003,0,1,3133,270
1,12,1,35,313210501003,0,1,3133,270
1,9,1,36,313211003001,0,0,3132,150
1,14,1,36,313211003001,0,0,3132,150
1,7,1,36,313211003001,0,0,3132,60
2,5,1,36,313211003001,0,0,3132,60
2,10,1,28,313211003001,0,0,3132,150
2,11,1,28,313211003001,0,0,3132,150
1,12,1,28,313211003001,0,0,3132,120
2,5,0,23,313211003001,0,1,3132,0
1,10,1,40,313211003001,0,0,3132,60
2,12,1,50,313211003001,0,0,3131,120
1,12,1,35,313211003001,0,0,3132,120
1,7,1,35,313211003001,0,0,3132,150
1,14,1,35,313211003001,0,0,3132,240
2,9,1,35,313211003001,0,0,3132,240
2,5,1,30,313211003001,0,1,3132,90
1,12,1,30,313211003001,0,1,3132,120
2,7,1,30,313211003001,0,1,3132,120
1,10,1,30,313211003001,0,1,3132,90
1,10,1,43,313211003001,0,0,3132,120
1,13,1,43,313211003001,0,0,3132,150
1,12,1,34,371110303001,0,1,3711,120
1,10,1,34,371110303001,0,1,3711,120
1,14,0,34,371110303001,0,1,3711,300
1,12,1,40,371110303001,0,1,3711,210
2,15,0,40,371110303001,0,1,3711,0
1,6,1,40,371110303001,0,1,3711,120
2,8,1,40,371110303001,0,1,3711,120
2,15,0,42,371110303001,0,1,3711,60
2,13,1,42,371110303001,0,1,3711,45
2,12,1,36,371110303001,0,1,3711,360
1,10,1,36,371110303001,0,1,3711,60
2,8,1,36,371110303001,0,1,3711,60
1,11,1,45,371110303001,0,1,3711,60
1,12,1,45,371110303001,0,1,3711,60
1,10,1,45,371110303001,0,1,3711,60
2,13,1,45,371110303001,0,1,3711,120
2,5,1,45,371110303001,0,1,3711,60
2,9,1,37,371110303001,1,1,3711,120
1,5,1,37,371110303001,1,1,3711,120
1,14,1,37,371110303001,1,1,3711,120
1,5,1,37,371110303001,1,1,3711,120
1,15,1,32,371110303001,0,1,3711,300
2,12,0,32,371110303001,0,1,3711,0
2,9,1,32,371110303001,0,1,3711,270
1,9,1,35,371110303001,0,1,3711,120
1,5,1,35,371110303001,0,1,3711,120
2,12,1,35,371110303001,0,1,3711,120
2,9,1,40,371110303001,0,1,3711,120
1,6,1,40,371110303001,0,1,3711,120
1,12,0,35,371110303001,0,1,3711,0
1,9,1,32,371110303001,0,1,3711,120
2,6,0,35,313211003001,0,0,3132,0
1,12,1,35,313211003001,0,0,3132,180
1,8,1,35,313211003001,0,0,3132,120
1,12,1,45,313211003001,0,1,3131,240
1,14,1,45,313211003001,0,1,3131,240
2,10,1,45,313211003001,0,1,3131,150
2,7,1,40,313211003001,0,0,3132,90
1,14,1,40,313211003001,0,0,3132,210
1,11,1,40,313211003001,0,0,3132,90
1,9,1,40,313211003001,0,0,3132,150
2,6,0,33,313211003001,0,0,3132,0
2,7,0,33,313211003001,0,0,3132,0
1,9,1,33,313211003001,0,0,3132,120
1,9,1,40,313211003001,0,0,3132,60
1,6,1,40,313211003001,0,0,3132,60
1,11,1,40,313211003001,0,0,3132,60
2,13,0,40,313211003001,0,0,3132,0
1,15,0,40,313211003001,0,0,3132,0
1,9,1,40,313211003001,0,0,3132,60
1,8,1,31,371110304001,0,1,3711,120
2,11,1,31,371110304001,0,1,3711,120
1,14,1,31,371110304001,0,1,3711,240
2,12,0,49,371110304001,0,0,3711,0
1,9,1,49,371110304001,0,0,3711,150
1,11,1,32,371110304001,1,1,9995,120
1,8,0,32,371110304001,1,1,9995,0
1,13,1,32,371110304001,1,1,9995,120
2,6,1,32,371110304001,1,1,9995,120
2,7,1,28,371110304001,1,1,3711,210
1,11,1,28,371110304001,1,1,3711,240
1,14,0,52,371110304001,0,0,3711,0
1,14,1,50,371110304001,0,0,3713,150
2,13,0,50,371110304001,0,0,3713,0
1,9,1,40,371110304001,1,1,3711,120
1,11,1,40,371110304001,1,1,3711,120
2,13,0,44,371110304001,0,1,3711,0
2,6,1,37,371110304001,0,1,3711,90
2,14,0,37,371110304001,0,1,3711,0
2,10,0,37,371110304001,0,1,3711,0
1,9,1,37,371110304001,0,1,3711,90
2,12,0,54,371110304001,0,0,3711,0
1,15,1,54,371110304001,0,0,3711,240
2,6,0,42,313211003001,0,0,3132,0
1,8,1,42,313211003001,0,0,3132,60
1,12,1,42,313211003001,0,0,3132,180
1,14,1,42,313211003001,0,0,3132,120
1,13,0,44,313211003001,0,0,3132,0
1,8,0,44,313211003001,0,0,3132,0
2,10,1,51,371110304001,0,0,3711,180
1,14,0,51,371110304001,0,0,3711,0
1,12,1,45,371110304001,0,1,3711,180
1,10,1,45,371110304001,0,1,3711,180
1,13,1,35,371110304001,0,1,3711,90
1,10,1,35,371110304001,0,1,3711,90
1,10,1,40,371110402002,1,0,3711,120
2,5,1,40,371110402002,1,0,3711,120
2,12,1,40,371110402002,1,0,3711,120
2,5,0,22,371110402002,0,0,3711,0
2,10,1,40,371110402002,0,0,3711,120
2,14,0,40,371110402002,0,0,3711,60
2,6,0,27,371110402002,0,1,9995,0
1,15,1,40,371110402002,0,0,3711,60
1,11,1,40,371110402002,0,0,3711,180
1,10,1,37,371110402002,0,0,3711,210
2,9,1,37,371110402002,0,0,3711,210
2,6,0,37,371110402002,0,0,3711,0
1,10,1,45,371110402002,0,0,3711,120
2,13,0,45,371110402002,0,0,3711,0
2,14,0,45,371110402002,0,0,3711,0
2,11,1,40,371110402002,0,0,3711,90
2,6,0,40,371110402002,0,0,3711,0
2,9,1,40,371110402002,0,0,3711,90
1,15,1,40,371110402002,0,0,3711,90
2,13,1,40,371110402002,0,0,3711,90
2,6,0,30,371110402002,0,1,3711,120
2,12,0,30,371110402002,0,1,3711,0
1,10,1,30,371110402002,0,1,3711,120
1,8,1,28,371110402002,0,0,3711,120
2,7,1,28,371110402002,0,0,3711,120
1,10,1,37,313211009002,0,0,3132,240
2,14,1,37,313211009002,0,0,3132,150
2,6,1,37,313211009002,0,0,3132,150
2,8,1,37,313211009002,0,0,3132,180
2,12,1,37,313211009002,0,0,3132,150
2,11,0,40,313211009002,0,0,3132,0
2,8,0,40,313211009002,0,0,3132,0
1,12,1,40,313211009002,0,0,3132,60
1,14,1,40,313211009002,0,0,3132,120
2,8,1,32,313211009002,0,1,3132,90
1,10,1,32,313211009002,0,1,3132,90
1,13,1,32,313211009002,0,1,3132,120
1,10,1,42,371110402002,1,0,3711,120
2,13,1,42,371110402002,1,0,3711,120
1,8,1,28,371110402002,0,1,3711,180
2,6,1,28,371110402002,0,1,3711,180
1,6,1,26,371110402002,0,0,3711,180
2,8,1,26,371110402002,0,0,3711,180
1,6,1,35,371110402002,0,0,3711,0
1,10,1,35,371110402002,0,0,3711,30
2,8,1,35,371110402002,0,0,3711,0
1,10,1,26,371110402002,1,0,3711,120
1,15,1,26,371110402002,1,0,3711,180
2,11,0,31,371110402002,0,1,3711,0
1,10,1,31,371110402002,0,1,3711,210
1,7,1,31,371110402002,0,1,3711,210
1,7,1,47,313211009002,0,0,3132,120
2,10,0,47,313211009002,0,0,3132,0
1,9,1,32,313211009002,0,1,3132,60
2,12,0,32,313211009002,0,1,3132,0
1,7,1,32,313211009002,0,1,3132,60
1,6,1,40,313211009002,0,0,3121,300
2,15,0,40,313211009002,0,0,3121,0
2,12,1,40,313211009002,0,0,3121,150
2,7,1,40,313211009002,0,0,3121,180
2,13,1,40,313211009002,0,0,3121,120
2,14,0,40,313211009002,0,0,3121,180
2,8,1,40,313211009002,0,0,3121,180
2,10,1,40,313211009002,0,0,3121,150
1,13,1,35,313211009002,0,0,3132,300
1,10,1,35,313211009002,0,0,3132,180
2,7,1,35,313211009002,0,0,3132,90
2,14,0,35,313211009002,0,0,3132,0
1,13,1,40,313211009002,0,0,3132,90
2,8,1,40,313211009002,0,0,3132,60
2,14,0,40,313211009002,0,0,3132,0
1,11,1,53,313211009002,0,0,3132,210
2,14,0,53,313211009002,0,0,3132,0
1,13,1,53,313211009002,0,0,3132,210
1,9,1,48,313211009002,0,0,3132,60
2,11,0,48,313211009002,0,0,3132,0
1,14,0,48,313211009002,0,0,3132,0
2,10,1,38,313211009002,0,0,3132,90
1,14,0,38,313211009002,0,0,3132,0
1,12,1,38,313211009002,0,0,3132,120
1,8,1,35,313211009002,0,0,3132,120
1,10,1,35,313211009002,0,0,3132,150
2,12,1,35,313211009002,0,0,3132,240
1,14,1,35,313211009002,0,0,3132,240
1,6,1,30,313211009002,0,1,3132,60
2,8,1,30,313211009002,0,1,3132,60
2,5,0,25,313211009002,0,1,3132,0
2,10,0,36,313211009002,0,0,3132,0
1,5,1,36,313211009002,0,0,3132,45
2,7,0,36,313211009002,0,0,3132,0
1,6,1,26,371110503002,1,1,3711,120
2,8,1,35,371110503002,0,0,3711,270
1,5,0,35,371110503002,0,0,3711,0
2,10,1,35,371110503002,0,0,3711,270
2,11,1,35,371110503002,0,0,3711,270
1,11,0,48,371110503002,0,1,3711,0
2,6,1,48,371110503002,0,1,3711,210
2,10,1,32,371110503002,1,1,9995,240
2,10,1,32,371110503002,1,1,9995,180
1,5,1,32,371110503002,1,1,9995,60
1,11,1,29,371110503002,0,1,3711,240
1,8,1,29,371110503002,0,1,3711,240
1,9,1,32,371110503002,0,1,3711,120
2,11,0,32,371110503002,0,1,3711,0
1,15,1,32,371110503002,0,1,3711,120
2,5,0,30,371110503002,0,1,3711,0
1,12,1,30,371110503002,0,1,3711,120
2,13,0,40,371110503002,0,0,3711,0
2,11,1,40,371110503002,0,0,3711,60
2,9,1,40,371110503002,0,0,3711,60
2,6,0,40,371110503002,0,0,3711,0
2,12,1,29,371110503002,0,1,3711,150
1,11,1,29,371110503002,0,1,3711,90
1,8,1,29,371110503002,0,1,3711,210
1,12,1,38,371110503002,0,1,3711,180
2,7,1,38,371110503002,0,1,3711,180
2,10,1,38,371110503002,0,1,3711,180
1,12,1,39,371110503002,0,1,9999,210
2,14,0,39,371110503002,0,1,9999,0
1,11,1,39,371110503002,0,1,9999,210
1,5,1,39,371110503002,0,1,9999,210
2,13,0,39,371110503002,0,1,9999,0
2,14,1,42,371110503002,1,1,9999,120
2,15,1,42,371110503002,1,1,9999,120
2,7,1,42,371110503002,1,1,9999,120
2,5,0,42,371110503002,1,1,9999,120
2,9,1,40,313110506004,0,0,3131,210
1,12,1,40,313110506004,0,0,3131,120
2,7,1,40,313110506004,0,0,3131,90
1,15,1,40,313110506004,0,0,3131,90
1,9,1,40,313110506004,0,0,3131,60
1,12,1,40,313110506004,0,0,3131,90
2,10,1,42,313110506004,0,1,3131,0
1,6,0,42,313110506004,0,1,3131,0
1,15,0,42,313110506004,0,1,3131,0
2,8,1,42,313110506004,0,1,3131,120
1,12,1,42,313110506004,0,1,3131,180
1,11,1,36,313110506004,0,0,3133,90
1,15,1,36,313110506004,0,0,3133,90
1,5,0,36,313110506004,0,0,3133,0
1,9,1,36,313110506004,0,0,3133,90
1,7,1,36,313110506004,0,0,3133,90
2,13,1,36,313110506004,0,0,3133,60
2,6,1,25,313110506004,0,1,3131,30
2,7,1,25,313110506004,0,1,3131,30
2,9,1,25,313110506004,0,1,3131,210
1,8,1,47,313110506004,0,1,3131,60
1,14,0,47,313110506004,0,1,3131,0
1,10,0,47,313110506004,0,1,3131,0
1,7,0,31,313110506004,0,0,3132,0
2,6,1,33,313110506004,1,1,3131,90
2,8,1,33,313110506004,1,1,3131,150
2,7,1,35,313110506004,1,1,3131,120
2,12,1,35,313110506004,1,1,3131,150
1,10,1,35,313110506004,1,1,3131,120
2,8,1,35,313110506004,1,1,3131,120
1,10,1,31,313110506004,1,1,3131,180
1,7,1,31,313110506004,1,1,3131,180
2,12,1,31,313110506004,1,1,3131,180
1,12,1,48,313110506004,1,1,3131,30
2,15,1,30,313110506004,1,1,3131,120
1,5,1,30,313110506004,1,1,3131,60
1,9,1,30,313110506004,1,1,3131,60
1,9,1,30,313110506004,1,1,3131,60
1,12,1,30,313110506004,1,1,3131,60
1,10,1,30,313110506004,0,1,3131,165
1,8,1,30,313110506004,0,1,3131,105
2,12,1,30,313110506004,0,1,3131,60
1,8,1,33,313110506004,0,1,3131,120
1,10,1,33,313110506004,0,1,3131,120
2,13,1,33,313110506004,0,1,3131,225
2,14,1,40,313110506004,0,0,3133,210
1,10,1,40,313110506004,0,0,3133,180
1,12,1,37,313110506004,0,1,3131,225
1,6,1,37,313110506004,0,1,3131,210
1,5,1,37,313110506004,0,1,3131,210
1,10,1,37,313110506004,0,1,3131,225
2,8,1,37,313110506004,0,1,3131,210
1,7,1,37,313110506004,0,1,3131,225
2,10,0,35,313110506004,0,1,3131,210
1,6,1,35,313110506004,0,1,3131,210
2,7,1,35,313110506004,0,1,3131,210
2,7,1,24,313110506004,0,1,3131,210
2,5,0,24,313110506004,0,1,3131,0
1,6,1,24,313110506004,0,1,3131,120
1,11,1,51,313110506004,0,0,3131,150
2,15,1,51,313110506004,0,0,3131,150
1,12,1,51,313110506004,0,0,3131,150
2,8,1,51,313110506004,0,0,3131,60
1,9,1,32,313110506004,0,1,3131,210
2,8,1,32,313110506004,0,1,3131,60
2,6,1,32,313110506004,0,1,3131,60
1,10,1,60,313110803002,0,0,3131,60
1,8,1,60,313110803002,0,0,3131,60
1,11,1,28,313110803002,0,0,3131,150
2,6,0,28,313110803002,0,0,3131,0
1,15,1,43,313110803002,0,0,3131,270
1,8,1,43,313110803002,0,0,3131,150
2,11,1,43,313110803002,0,0,3131,150
1,15,1,38,313110803002,0,0,3131,210
1,11,1,38,313110803002,0,0,3131,90
2,9,1,45,313110803002,1,0,3131,90
1,15,0,45,313110803002,1,0,3131,0
1,10,1,45,313110803002,1,0,3131,90
2,5,0,44,313110803002,0,0,3131,0
1,11,1,44,313110803002,0,0,3131,120
2,7,1,44,313110803002,0,0,3131,150
1,10,1,44,313110803002,0,0,3131,180
1,15,1,44,313110803002,0,0,3131,150
2,11,0,36,313110803002,0,0,3132,0
2,14,0,36,313110803002,0,0,3132,0
1,7,1,36,313110803002,0,0,3132,120
1,8,1,36,313110803002,0,0,3132,120
2,6,0,34,313110803002,0,0,3131,0
2,9,0,34,313110803002,0,0,3131,0
2,6,0,30,313110803002,0,0,3131,120
1,10,0,30,313110803002,0,0,3131,90
1,13,1,28,313110803002,0,1,9999,150
1,9,1,28,313110803002,0,1,9999,150
2,7,1,28,313110803002,0,1,9999,150
1,11,1,28,313110803002,0,1,9999,150
1,7,1,38,313110803002,0,0,3132,150
2,14,0,38,313110803002,0,0,3132,0
1,12,1,38,313110803002,0,0,3132,120
1,12,0,48,313110803002,0,1,3131,0
1,14,0,32,371110508002,0,0,3711,0
2,12,1,32,371110508002,0,0,3711,120
2,8,1,32,371110508002,0,0,3711,120
1,10,1,37,371110508002,0,0,3711,60
1,5,0,37,371110508002,0,0,3711,0
2,14,0,37,371110508002,0,0,3711,0
1,9,1,37,371110508002,0,0,3711,60
1,7,1,38,371110508002,1,0,3711,60
2,11,1,38,371110508002,1,0,3711,120
2,13,0,38,371110508002,1,0,3711,0
1,14,0,47,371110508002,0,0,3711,0
2,10,1,47,371110508002,0,0,3711,120
1,12,1,47,371110508002,0,0,3711,120
1,15,1,46,371110508002,0,0,3711,240
2,8,1,46,371110508002,0,0,3711,240
2,12,1,46,371110508002,0,0,3711,240
1,13,1,46,371110508002,0,0,3711,240
2,10,1,46,371110508002,0,0,3711,240
1,12,1,46,371110508002,0,1,3711,210
1,8,1,46,371110508002,0,1,3711,210
1,14,1,46,371110508002,0,1,3711,210
1,8,1,35,371110508002,0,0,3711,60
1,12,1,35,371110508002,0,0,3711,120
2,5,1,35,371110508002,0,0,3711,120
2,14,1,35,371110508002,0,0,3711,180
2,10,1,35,371110508002,0,0,3711,120
1,11,1,45,371110508002,0,0,3711,30
2,6,1,45,371110508002,0,0,3711,60
2,8,1,45,371110508002,0,0,3711,60
1,10,1,31,371110508002,0,0,3711,90
1,12,1,31,371110508002,0,0,3711,90
2,7,1,31,371110508002,0,0,3711,90
2,15,0,43,371110508002,1,0,3711,0
1,5,1,43,371110508002,1,0,3711,120
1,12,1,32,371110508002,1,0,3711,120
2,6,1,32,371110508002,1,0,3711,180
1,9,1,32,371110508002,1,0,3711,180
2,15,0,32,371110508002,0,0,3711,0
1,12,1,32,371110508002,0,0,3711,120
2,14,0,32,371110508002,0,0,3711,0
1,9,1,32,371110508002,0,0,3711,120
1,14,1,28,371110508002,0,0,3711,30
2,10,1,28,371110508002,0,0,3711,30
2,8,1,28,371110508002,0,0,3711,30
2,15,0,35,371110508002,0,0,3711,0
1,6,1,35,371110508002,0,0,3711,120
2,9,1,31,371110508002,1,0,3711,270
2,7,1,31,371110508002,1,0,3711,270
1,11,1,31,371110508002,1,0,3711,270
2,15,1,31,371110508002,1,0,3711,270
1,14,1,35,371110508002,1,0,3711,0
2,11,1,39,371110508002,0,0,3711,180
1,8,1,39,371110508002,0,0,3711,120
2,6,1,38,371110508002,1,0,3711,120
1,14,1,38,371110508002,1,0,3711,180
1,10,1,38,371110508002,1,0,3711,180
2,7,1,35,313110803002,0,0,3131,120
1,11,1,35,313110803002,0,0,3131,120
1,13,1,35,313110803002,0,0,3131,180
1,9,1,35,313110803002,0,0,3131,120
1,15,1,50,313110803002,0,0,3122,90
2,14,0,50,313110803002,0,0,3122,0
2,10,1,30,313110803002,0,0,3122,150
1,8,1,30,313110803002,0,0,3122,30
1,5,1,30,313110803002,0,0,3122,30
2,13,0,30,313110803002,0,0,3122,0
2,10,1,29,313110803002,0,0,3131,120
1,8,1,29,313110803002,0,0,3131,120
2,7,1,29,313110803002,0,0,3131,120
1,8,1,35,313110803002,0,0,3131,210
2,7,1,35,313110803002,0,0,3131,120
1,12,1,35,313110803002,0,0,3131,210
1,10,1,35,313110803002,0,0,3131,210
1,5,1,35,313110803002,0,0,3131,90
2,14,0,43,371110601002,0,0,3711,0
1,11,1,43,371110601002,0,0,3711,90
2,8,1,43,371110601002,0,0,3711,90
2,5,0,29,371110601002,0,0,3711,0
1,10,1,29,371110601002,0,0,3711,30
2,13,0,29,371110601002,0,0,3711,0
2,9,1,35,371110601002,1,0,3711,180
1,7,1,35,371110601002,1,0,3711,165
2,13,1,35,371110601002,1,0,3711,0
2,9,1,36,371110601002,0,0,3711,225
2,5,0,36,371110601002,0,0,3711,0
1,14,1,36,371110601002,0,0,3711,225
1,10,1,30,371110601002,0,0,3711,180
1,9,1,30,371110601002,0,0,3711,180
1,5,1,28,371110601002,0,0,3711,30
1,7,1,28,371110601002,0,0,3711,60
2,12,0,28,371110601002,0,0,3711,0
2,8,0,28,371110601002,0,0,3711,0
2,6,1,40,371110601002,1,1,9999,90
1,9,1,40,371110601002,1,1,9999,90
1,14,1,37,371110601002,0,1,9999,120
2,10,1,37,371110601002,0,1,9999,120
2,12,1,37,371110601002,0,1,9999,300
1,15,1,38,371110601002,0,1,3711,345
1,9,1,38,371110601002,0,1,3711,300
2,11,1,38,371110601002,0,1,3711,180
1,13,1,38,371110601002,0,1,3711,285
2,9,1,30,371110601002,1,0,3711,120
1,12,1,30,371110601002,1,0,3711,120
1,10,1,32,371110601002,1,0,3711,120
2,14,1,32,371110601002,1,0,3711,90
1,8,1,32,371110601002,1,0,3711,120
1,9,1,47,371110601002,0,1,9995,120
