age,salary,hours,weeks,educ,immigrant,test_score
49,99999,40,52,17,0,1.9970776
49,33500,50,52,12,0,-1.3536571
49,37000,50,52,13,1,.56208313
49,39000,55,52,16,0,-.06752149
49,15000,20,52,15,1,-.69182855
49,5904,20,41,7,1,-.98718947
49,43000,40,52,15,1,1.4869767
49,3100,25,30,12,1,-1.4110047
49,40000,40,52,11,0,1.5106592
50,74000,38,52,17,1,2.2947395
50,45000,40,52,12,1,-.012679363
50,18252,40,52,5,0,-.41665661
50,65000,40,52,16,0,1.8998532
50,12000,40,52,12,0,.73618919
50,1000,20,17,5,1,-.54481804
50,49000,43,52,16,0,.44106218
50,40000,48,52,17,0,.85217822
50,18000,40,52,11,0,.95638746
50,28000,40,52,13,0,1.1969711
50,7000,40,20,16,1,-.15895386
50,800,20,52,17,0,-1.158921
50,65000,50,52,15,1,.91108352
50,19000,48,52,12,1,.6481629
50,46000,36,52,7,0,1.7896695
50,21000,40,52,10,0,-.18040362
50,12000,40,26,12,0,.26598525
50,20000,40,52,12,1,-.85537386
50,20000,40,52,12,0,1.0776491
50,64000,42,52,18,0,-.15362771
50,55000,45,52,14,0,.952003
50,43208,40,50,10,0,.14788644
50,50000,40,52,16,0,.48458159
50,34000,30,52,14,1,.065130599
50,35000,32,52,16,1,1.677766
50,31500,45,52,16,1,.75940675
51,7000,8,26,12,1,2.9136617
51,15000,40,52,12,0,-.48477572
51,40754,40,52,12,0,-.63389921
51,50000,40,52,13,0,-.6866433
51,27000,45,52,16,1,-.78056723
51,27000,50,52,13,0,-1.59842
51,39594,36,52,14,1,1.7357495
51,99999,40,52,18,0,1.5415881
51,3000,15,40,8,1,.45642334
51,30000,40,52,12,1,-.37297663
51,12500,40,52,6,1,-.29747906
51,43260,40,52,12,0,.42135116
51,43100,40,52,14,0,-.96121055
51,11500,33,40,12,1,-.55385375
51,12000,40,52,13,0,.8662824
51,40000,50,52,16,1,.57862186
52,1050,40,14,5,0,-.87039149
52,30000,40,52,17,0,-.25053871
52,5850,30,42,12,1,.038536649
52,36000,40,52,17,0,-.95002234
52,2000,20,45,13,1,-1.4809215
52,3250,15,52,7,1,-.46692023
52,39700,40,52,13,1,-.71685553
52,1900,40,8,12,1,-.44619465
52,35000,52,28,13,0,1.9722103
52,25000,60,52,16,1,-.41476634
52,20900,50,52,17,0,.35360178
52,90000,50,52,13,0,1.0182939
52,27500,38,52,13,1,-.40970573
52,14000,40,52,12,1,.23332998
52,40000,40,52,13,1,.40883344
52,60000,40,48,16,0,-.27944914
52,60000,45,52,13,1,2.0834687
52,32000,40,52,10,0,-.4831484
53,22000,40,52,16,0,.6913203
53,39200,40,52,17,0,1.0439343
53,28000,55,52,16,0,-1.5122974
53,46000,40,47,13,1,2.4049628
53,2800,45,52,17,1,-1.5514152
53,25000,50,52,14,1,.83656347
53,29000,47,52,12,0,.87646496
53,12000,40,52,16,0,-.51807129
53,8200,20,52,12,1,-.83609414
53,17609,40,52,12,0,.11638877
53,60000,40,52,16,1,.2167121
53,18000,40,52,12,1,-1.5212742
53,32000,44,52,16,0,-.14387189
53,4251,30,22,12,1,-.91407061
53,23000,40,52,12,1,-1.0242729
53,68000,40,52,15,0,1.8873718
54,14500,40,39,12,1,1.2146214
54,50000,40,52,12,0,-.78917998
54,27500,40,52,12,0,-.72242612
54,15000,40,32,17,1,-.96150929
54,3536,16,52,13,1,.27680379
54,23774,40,52,17,1,-1.3334839
54,15000,40,52,12,1,.27548814
54,55000,42,52,14,0,.1175184
54,3600,20,48,12,1,-1.5180024
54,27000,36,30,19,1,.68503016
55,24000,40,52,12,1,1.1546826
55,17000,40,33,12,1,.98045808
55,13000,40,30,13,0,-.42859501
55,50000,45,52,17,0,.022647038
55,30000,40,52,12,1,.063970223
55,26000,60,52,19,1,-1.3457177
55,10148,40,52,12,1,-.8108288
55,69000,40,52,12,0,.97802651
55,64000,40,52,8,0,1.1755003
55,55000,40,52,12,0,1.5004948
55,70000,40,52,16,0,-.11205202
55,32433,40,52,12,0,-.58647883
55,25000,60,52,16,1,-.010855873
55,11000,40,52,4,1,-1.2789799
56,12000,40,52,15,0,-.66736126
56,532,38,2,13,1,-1.4376943
56,59900,60,50,12,0,1.4266824
56,500,20,12,13,1,-1.9725741
56,24000,40,52,11,1,-1.0043488
56,35000,40,52,13,0,.270861
56,12806,38,25,12,0,-.59794265
56,12000,40,52,13,1,-1.6139623
56,4501,33,39,12,1,.14990652
56,22880,40,52,10,0,.35641101
56,12000,33,52,13,1,1.0899507
56,29000,40,52,15,1,.78313255
57,10000,32,52,16,1,-1.1411009
57,99999,45,52,17,0,1.3077439
57,4000,40,12,12,1,-.071955465
57,39500,45,52,17,0,-1.0113598
57,14579,60,52,13,0,-1.625723
57,5000,18,30,17,1,.50772732
57,40000,20,52,17,0,.65032172
57,22611,40,52,10,1,.78570795
57,15732,40,52,15,1,1.1307299
57,600,40,5,12,0,-1.9800177
57,14000,40,52,7,1,-1.3198801
57,20421,40,52,11,1,.5558418
57,20000,38,52,12,1,-1.1817114
58,11232,32,52,12,1,-1.7004322
58,55000,40,40,17,1,1.3213514
58,26000,40,52,12,1,-.51588935
58,10160,35,52,12,1,-.14232457
58,16000,40,28,14,1,1.2545784
58,5200,25,52,9,1,.58021241
58,38000,38,52,15,0,-.99250573
58,72000,40,52,16,0,2.3383002
58,99999,40,52,16,0,2.9832296
58,48000,40,52,13,0,.40372774
58,99999,35,52,18,0,2.4000831
59,47000,40,52,13,0,-.0037948512
59,19000,50,52,12,1,-.19757514
59,60000,35,50,17,0,1.0352166
59,3785,28,23,12,1,.33690304
59,40000,50,52,17,1,-.73381281
59,50000,40,52,12,0,.80510449
59,85000,35,52,12,0,1.8483485
59,29000,40,52,12,0,.14553642
59,8930,40,46,12,1,-1.3709525
60,22000,55,52,13,0,-.56820458
60,100399,40,52,12,0,1.9477057
60,16000,40,52,12,0,-.030411175
60,20000,40,52,14,1,-.22800255
60,24948,40,52,10,0,-1.0981224
60,29000,40,52,12,0,1.0448203
60,10300,20,52,9,1,-.70441997
60,30000,60,52,16,0,-1.2204632
60,4500,12,36,12,1,1.2140146
60,59000,50,52,19,0,1.7177134
61,30000,40,52,12,0,.59329325
61,150000,50,52,16,0,3.5359867
61,80000,40,52,13,0,2.531347
61,27000,40,52,12,1,1.4509022
62,40000,40,50,12,0,-.11396089
62,33000,40,52,13,0,.40662903
62,16640,40,52,12,1,.25625783
62,15250,35,38,15,0,-.21194647
62,16000,40,30,6,0,-.60017532
62,4800,25,48,6,0,-.65809411
62,7500,25,52,16,0,-1.7742344
62,4900,16,52,7,1,-.89527917
62,7660,16,26,5,0,-1.1476725
62,42000,45,52,9,1,-.067247257
63,2486,55,52,13,0,-.35236743
63,733,30,2,12,0,-1.2623372
63,50000,40,52,12,0,1.405426
63,16000,40,16,13,0,.56589317
63,21000,46,52,10,0,-1.5770607
63,2800,40,3,16,0,1.9107976
63,36000,38,52,12,1,1.5289527
64,20000,45,52,16,0,.94103384
64,8604,25,52,13,1,-.86377352
64,28000,60,52,17,1,1.1121365
64,5000,44,52,13,0,.59877491
64,15000,40,52,12,1,-.69442636
65,5000,24,35,7,0,-.29478469
65,3600,8,52,12,1,.37108302
65,5250,20,47,12,1,-1.4683572
66,3165,9,52,12,1,.62360579
66,5100,24,34,16,1,.42107177
67,2700,20,36,8,0,-1.3317668
67,6120,24,51,11,1,-1.2884616
68,10000,15,52,16,1,1.4843746
69,5200,20,52,5,0,-.098914847
70,12000,20,48,12,0,-.088521302
70,30,2,4,13,1,-1.4872053
70,4000,30,33,16,0,-.042803936
71,2000,35,52,12,0,-1.2532392
75,2000,9,30,16,0,.81507587
75,9000,20,40,6,0,-1.019034
79,7000,28,36,5,0,.94751632
79,624,3,52,12,1,.38808507
84,900,99,52,12,1,-.59035462
85,300,4,51,12,1,.17895524
90,650,1,26,13,1,1.3178004
90,35000,40,52,12,0,1.2743984
